period	period_id	status	division	division_id	leader_rows	course_tables	player_counts_per_course	observations	scored	unplayed	classification	raw_json
2025 February	101	COMPLETED	Master	21	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;El Dorado:10;El Dorado Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10;Viva Las Elvis:10;Viva Las Elvis - Hard:10	80	79	1	COMPLETE_DATA_RECOVERED	raw/period-101-division-21.json
2025 February	101	COMPLETED	Elite	22	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;El Dorado:10;El Dorado Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10;Viva Las Elvis:10;Viva Las Elvis - Hard:10	80	69	11	COMPLETE_DATA_RECOVERED	raw/period-101-division-22.json
2025 February	101	COMPLETED	Pro 1	23	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;El Dorado:10;El Dorado Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10;Viva Las Elvis:10;Viva Las Elvis - Hard:10	80	80	0	COMPLETE_DATA_RECOVERED	raw/period-101-division-23.json
2025 February	101	COMPLETED	Pro 2	24	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;El Dorado:10;El Dorado Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10;Viva Las Elvis:10;Viva Las Elvis - Hard:10	80	72	8	COMPLETE_DATA_RECOVERED	raw/period-101-division-24.json
2025 February	101	COMPLETED	Pro 3	25	16	8	Gardens of Babylon:16;Gardens of Babylon Hard:16;El Dorado:16;El Dorado Hard:16;Wallace & Gromit:16;Wallace & Gromit - Hard:16;Viva Las Elvis:16;Viva Las Elvis - Hard:16	128	92	36	COMPLETE_DATA_RECOVERED	raw/period-101-division-25.json
2025 February	101	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-101-division-113.json
2025 February	101	COMPLETED	Beginner	81	6	8	Gardens of Babylon:6;Gardens of Babylon Hard:6;El Dorado:6;El Dorado Hard:6;Wallace & Gromit:6;Wallace & Gromit - Hard:6;Viva Las Elvis:6;Viva Las Elvis - Hard:6	48	20	28	COMPLETE_DATA_RECOVERED	raw/period-101-division-81.json
2025 February	101	COMPLETED	Welcome	62	5	8	Gardens of Babylon:5;Gardens of Babylon Hard:5;El Dorado:5;El Dorado Hard:5;Wallace & Gromit:5;Wallace & Gromit - Hard:5;Viva Las Elvis:5;Viva Las Elvis - Hard:5	40	0	40	COMPLETE_DATA_RECOVERED	raw/period-101-division-62.json
2025 February	101	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-101-division-114.json
2025 February	101	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-101-division-115.json
2025 January	81	COMPLETED	Master	21	10	8	Tourist Trap:10;Tourist Trap Hard:10;Upside Town:10;Upside Town - Hard:10;Journey to the Center of the Earth:10;Center of the Earth - Hard:10;Alfheim:10;Alfheim Hard:10	80	80	0	COMPLETE_DATA_RECOVERED	raw/period-81-division-21.json
2025 January	81	COMPLETED	Elite	22	10	8	Tourist Trap:10;Tourist Trap Hard:10;Upside Town:10;Upside Town - Hard:10;Journey to the Center of the Earth:10;Center of the Earth - Hard:10;Alfheim:10;Alfheim Hard:10	80	75	5	COMPLETE_DATA_RECOVERED	raw/period-81-division-22.json
2025 January	81	COMPLETED	Pro 1	23	10	8	Tourist Trap:10;Tourist Trap Hard:10;Upside Town:10;Upside Town - Hard:10;Journey to the Center of the Earth:10;Center of the Earth - Hard:10;Alfheim:10;Alfheim Hard:10	80	74	6	COMPLETE_DATA_RECOVERED	raw/period-81-division-23.json
2025 January	81	COMPLETED	Pro 2	24	9	8	Tourist Trap:9;Tourist Trap Hard:9;Upside Town:9;Upside Town - Hard:9;Journey to the Center of the Earth:9;Center of the Earth - Hard:9;Alfheim:9;Alfheim Hard:9	72	59	13	COMPLETE_DATA_RECOVERED	raw/period-81-division-24.json
2025 January	81	COMPLETED	Pro 3	25	18	8	Tourist Trap:18;Tourist Trap Hard:18;Upside Town:18;Upside Town - Hard:18;Journey to the Center of the Earth:18;Center of the Earth - Hard:18;Alfheim:18;Alfheim Hard:18	144	126	18	COMPLETE_DATA_RECOVERED	raw/period-81-division-25.json
2025 January	81	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-81-division-113.json
2025 January	81	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-81-division-81.json
2025 January	81	COMPLETED	Welcome	62	1	8	Tourist Trap:1;Tourist Trap Hard:1;Upside Town:1;Upside Town - Hard:1;Journey to the Center of the Earth:1;Center of the Earth - Hard:1;Alfheim:1;Alfheim Hard:1	8	0	8	COMPLETE_DATA_RECOVERED	raw/period-81-division-62.json
2025 January	81	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-81-division-114.json
2025 January	81	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-81-division-115.json
2024 December	58	COMPLETED	Master	21	10	8	Cherry Blossom:10;Cherry Blossom Hard:10;Myst:10;Myst Hard:10;8-Bit Lair:10;8-Bit Lair - Hard:10;Holiday Hideaway:10;Holiday Hideaway - Hard:10	80	80	0	COMPLETE_DATA_RECOVERED	raw/period-58-division-21.json
2024 December	58	COMPLETED	Elite	22	10	8	Cherry Blossom:10;Cherry Blossom Hard:10;Myst:10;Myst Hard:10;8-Bit Lair:10;8-Bit Lair - Hard:10;Holiday Hideaway:10;Holiday Hideaway - Hard:10	80	71	9	COMPLETE_DATA_RECOVERED	raw/period-58-division-22.json
2024 December	58	COMPLETED	Pro 1	23	10	8	Cherry Blossom:10;Cherry Blossom Hard:10;Myst:10;Myst Hard:10;8-Bit Lair:10;8-Bit Lair - Hard:10;Holiday Hideaway:10;Holiday Hideaway - Hard:10	80	73	7	COMPLETE_DATA_RECOVERED	raw/period-58-division-23.json
2024 December	58	COMPLETED	Pro 2	24	10	8	Cherry Blossom:10;Cherry Blossom Hard:10;Myst:10;Myst Hard:10;8-Bit Lair:10;8-Bit Lair - Hard:10;Holiday Hideaway:10;Holiday Hideaway - Hard:10	80	58	22	COMPLETE_DATA_RECOVERED	raw/period-58-division-24.json
2024 December	58	COMPLETED	Pro 3	25	13	8	Cherry Blossom:13;Cherry Blossom Hard:13;Myst:13;Myst Hard:13;8-Bit Lair:13;8-Bit Lair - Hard:13;Holiday Hideaway:13;Holiday Hideaway - Hard:13	104	82	22	COMPLETE_DATA_RECOVERED	raw/period-58-division-25.json
2024 December	58	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-58-division-113.json
2024 December	58	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-58-division-81.json
2024 December	58	COMPLETED	Welcome	62	18	8	Cherry Blossom:18;Cherry Blossom Hard:18;Myst:18;Myst Hard:18;8-Bit Lair:18;8-Bit Lair - Hard:18;Holiday Hideaway:18;Holiday Hideaway - Hard:18	144	2	142	COMPLETE_DATA_RECOVERED	raw/period-58-division-62.json
2024 December	58	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-58-division-114.json
2024 December	58	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-58-division-115.json
2024 November	57	COMPLETED	Master	21	10	8	Bogey's Bonanza:10;Bogey's Bonanza Hard:10;Quixote Valley:10;Quixote Valley Hard:10;Atlantis:10;Atlantis Hard:10;Venice:10;Venice - Hard:10	80	80	0	COMPLETE_DATA_RECOVERED	raw/period-57-division-21.json
2024 November	57	COMPLETED	Elite	22	8	8	Bogey's Bonanza:8;Bogey's Bonanza Hard:8;Quixote Valley:8;Quixote Valley Hard:8;Atlantis:8;Atlantis Hard:8;Venice:8;Venice - Hard:8	64	62	2	COMPLETE_DATA_RECOVERED	raw/period-57-division-22.json
2024 November	57	COMPLETED	Pro 1	23	10	8	Bogey's Bonanza:10;Bogey's Bonanza Hard:10;Quixote Valley:10;Quixote Valley Hard:10;Atlantis:10;Atlantis Hard:10;Venice:10;Venice - Hard:10	80	78	2	COMPLETE_DATA_RECOVERED	raw/period-57-division-23.json
2024 November	57	COMPLETED	Pro 2	24	10	8	Bogey's Bonanza:10;Bogey's Bonanza Hard:10;Quixote Valley:10;Quixote Valley Hard:10;Atlantis:10;Atlantis Hard:10;Venice:10;Venice - Hard:10	80	66	14	COMPLETE_DATA_RECOVERED	raw/period-57-division-24.json
2024 November	57	COMPLETED	Pro 3	25	15	8	Bogey's Bonanza:15;Bogey's Bonanza Hard:15;Quixote Valley:15;Quixote Valley Hard:15;Atlantis:15;Atlantis Hard:15;Venice:15;Venice - Hard:15	120	95	25	COMPLETE_DATA_RECOVERED	raw/period-57-division-25.json
2024 November	57	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-57-division-113.json
2024 November	57	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-57-division-81.json
2024 November	57	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-57-division-62.json
2024 November	57	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-57-division-114.json
2024 November	57	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-57-division-115.json
2024 October	56	COMPLETED	Master	21	9	8	Seagull Stacks:9;Seagull Stacks - Hard:9;Arizona Modern:9;Arizona Modern Hard:9;Labyrinth:9;Labyrinth - Hard:9;Mars Gardens:9;Mars Gardens - Hard:9	72	68	4	COMPLETE_DATA_RECOVERED	raw/period-56-division-21.json
2024 October	56	COMPLETED	Elite	22	10	8	Seagull Stacks:10;Seagull Stacks - Hard:10;Arizona Modern:10;Arizona Modern Hard:10;Labyrinth:10;Labyrinth - Hard:10;Mars Gardens:10;Mars Gardens - Hard:10	80	77	3	COMPLETE_DATA_RECOVERED	raw/period-56-division-22.json
2024 October	56	COMPLETED	Pro 1	23	10	8	Seagull Stacks:10;Seagull Stacks - Hard:10;Arizona Modern:10;Arizona Modern Hard:10;Labyrinth:10;Labyrinth - Hard:10;Mars Gardens:10;Mars Gardens - Hard:10	80	61	19	COMPLETE_DATA_RECOVERED	raw/period-56-division-23.json
2024 October	56	COMPLETED	Pro 2	24	9	8	Seagull Stacks:9;Seagull Stacks - Hard:9;Arizona Modern:9;Arizona Modern Hard:9;Labyrinth:9;Labyrinth - Hard:9;Mars Gardens:9;Mars Gardens - Hard:9	72	70	2	COMPLETE_DATA_RECOVERED	raw/period-56-division-24.json
2024 October	56	COMPLETED	Pro 3	25	14	8	Seagull Stacks:14;Seagull Stacks - Hard:14;Arizona Modern:14;Arizona Modern Hard:14;Labyrinth:14;Labyrinth - Hard:14;Mars Gardens:14;Mars Gardens - Hard:14	112	91	21	COMPLETE_DATA_RECOVERED	raw/period-56-division-25.json
2024 October	56	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-56-division-113.json
2024 October	56	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-56-division-81.json
2024 October	56	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-56-division-62.json
2024 October	56	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-56-division-114.json
2024 October	56	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-56-division-115.json
2024 September	55	COMPLETED	Master	21	10	8	Tethys Station:10;Tethys Station - Hard:10;Sweetopia:10;Sweetopia - Hard:10;Shangri-La:10;Shangri-La - Hard:10;Temple at Zerzura:10;Temple at Zerzura - Hard:10	80	80	0	COMPLETE_DATA_RECOVERED	raw/period-55-division-21.json
2024 September	55	COMPLETED	Elite	22	10	8	Tethys Station:10;Tethys Station - Hard:10;Sweetopia:10;Sweetopia - Hard:10;Shangri-La:10;Shangri-La - Hard:10;Temple at Zerzura:10;Temple at Zerzura - Hard:10	80	73	7	COMPLETE_DATA_RECOVERED	raw/period-55-division-22.json
2024 September	55	COMPLETED	Pro 1	23	10	8	Tethys Station:10;Tethys Station - Hard:10;Sweetopia:10;Sweetopia - Hard:10;Shangri-La:10;Shangri-La - Hard:10;Temple at Zerzura:10;Temple at Zerzura - Hard:10	80	78	2	COMPLETE_DATA_RECOVERED	raw/period-55-division-23.json
2024 September	55	COMPLETED	Pro 2	24	10	8	Tethys Station:10;Tethys Station - Hard:10;Sweetopia:10;Sweetopia - Hard:10;Shangri-La:10;Shangri-La - Hard:10;Temple at Zerzura:10;Temple at Zerzura - Hard:10	80	73	7	COMPLETE_DATA_RECOVERED	raw/period-55-division-24.json
2024 September	55	COMPLETED	Pro 3	25	19	8	Tethys Station:19;Tethys Station - Hard:19;Sweetopia:19;Sweetopia - Hard:19;Shangri-La:19;Shangri-La - Hard:19;Temple at Zerzura:19;Temple at Zerzura - Hard:19	152	99	53	COMPLETE_DATA_RECOVERED	raw/period-55-division-25.json
2024 September	55	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-55-division-113.json
2024 September	55	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-55-division-81.json
2024 September	55	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-55-division-62.json
2024 September	55	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-55-division-114.json
2024 September	55	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-55-division-115.json
2024 August	54	COMPLETED	Master	21	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;20,000 Leagues Under The Sea:10;20,000 Leagues Hard:10;Widow’s Walkabout:10;Widow’s Walkabout - Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10	80	78	2	COMPLETE_DATA_RECOVERED	raw/period-54-division-21.json
2024 August	54	COMPLETED	Elite	22	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;20,000 Leagues Under The Sea:10;20,000 Leagues Hard:10;Widow’s Walkabout:10;Widow’s Walkabout - Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10	80	80	0	COMPLETE_DATA_RECOVERED	raw/period-54-division-22.json
2024 August	54	COMPLETED	Pro 1	23	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;20,000 Leagues Under The Sea:10;20,000 Leagues Hard:10;Widow’s Walkabout:10;Widow’s Walkabout - Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10	80	69	11	COMPLETE_DATA_RECOVERED	raw/period-54-division-23.json
2024 August	54	COMPLETED	Pro 2	24	10	8	Gardens of Babylon:10;Gardens of Babylon Hard:10;20,000 Leagues Under The Sea:10;20,000 Leagues Hard:10;Widow’s Walkabout:10;Widow’s Walkabout - Hard:10;Wallace & Gromit:10;Wallace & Gromit - Hard:10	80	72	8	COMPLETE_DATA_RECOVERED	raw/period-54-division-24.json
2024 August	54	COMPLETED	Pro 3	25	14	8	Gardens of Babylon:14;Gardens of Babylon Hard:14;20,000 Leagues Under The Sea:14;20,000 Leagues Hard:14;Widow’s Walkabout:14;Widow’s Walkabout - Hard:14;Wallace & Gromit:14;Wallace & Gromit - Hard:14	112	79	33	COMPLETE_DATA_RECOVERED	raw/period-54-division-25.json
2024 August	54	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-54-division-113.json
2024 August	54	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-54-division-81.json
2024 August	54	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-54-division-62.json
2024 August	54	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-54-division-114.json
2024 August	54	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-54-division-115.json
2024 July	53	COMPLETED	Master	21	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-21.json
2024 July	53	COMPLETED	Elite	22	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-22.json
2024 July	53	COMPLETED	Pro 1	23	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-23.json
2024 July	53	COMPLETED	Pro 2	24	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-24.json
2024 July	53	COMPLETED	Pro 3	25	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-25.json
2024 July	53	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-113.json
2024 July	53	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-81.json
2024 July	53	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-62.json
2024 July	53	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-114.json
2024 July	53	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-53-division-115.json
2024 June	52	COMPLETED	Master	21	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-21.json
2024 June	52	COMPLETED	Elite	22	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-22.json
2024 June	52	COMPLETED	Pro 1	23	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-23.json
2024 June	52	COMPLETED	Pro 2	24	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-24.json
2024 June	52	COMPLETED	Pro 3	25	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-25.json
2024 June	52	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-113.json
2024 June	52	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-81.json
2024 June	52	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-62.json
2024 June	52	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-114.json
2024 June	52	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-52-division-115.json
2024 May	51	COMPLETED	Master	21	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-21.json
2024 May	51	COMPLETED	Elite	22	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-22.json
2024 May	51	COMPLETED	Pro 1	23	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-23.json
2024 May	51	COMPLETED	Pro 2	24	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-24.json
2024 May	51	COMPLETED	Pro 3	25	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-25.json
2024 May	51	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-113.json
2024 May	51	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-81.json
2024 May	51	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-62.json
2024 May	51	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-114.json
2024 May	51	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-51-division-115.json
2024 April	50	COMPLETED	Master	21	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-21.json
2024 April	50	COMPLETED	Elite	22	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-22.json
2024 April	50	COMPLETED	Pro 1	23	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-23.json
2024 April	50	COMPLETED	Pro 2	24	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-24.json
2024 April	50	COMPLETED	Pro 3	25	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-25.json
2024 April	50	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-113.json
2024 April	50	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-81.json
2024 April	50	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-62.json
2024 April	50	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-114.json
2024 April	50	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-50-division-115.json
2024 March	49	COMPLETED	Master	21	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-21.json
2024 March	49	COMPLETED	Elite	22	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-22.json
2024 March	49	COMPLETED	Pro 1	23	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-23.json
2024 March	49	COMPLETED	Pro 2	24	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-24.json
2024 March	49	COMPLETED	Pro 3	25	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-25.json
2024 March	49	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-113.json
2024 March	49	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-81.json
2024 March	49	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-62.json
2024 March	49	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-114.json
2024 March	49	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-49-division-115.json
2024 February	48	COMPLETED	Master	21	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-21.json
2024 February	48	COMPLETED	Elite	22	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-22.json
2024 February	48	COMPLETED	Pro 1	23	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-23.json
2024 February	48	COMPLETED	Pro 2	24	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-24.json
2024 February	48	COMPLETED	Pro 3	25	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-25.json
2024 February	48	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-113.json
2024 February	48	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-81.json
2024 February	48	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-62.json
2024 February	48	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-114.json
2024 February	48	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-48-division-115.json
2024 January	47	COMPLETED	Master	21	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-21.json
2024 January	47	COMPLETED	Elite	22	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-22.json
2024 January	47	COMPLETED	Pro 1	23	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-23.json
2024 January	47	COMPLETED	Pro 2	24	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-24.json
2024 January	47	COMPLETED	Pro 3	25	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-25.json
2024 January	47	COMPLETED	Semi Pro 1	113	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-113.json
2024 January	47	COMPLETED	Beginner	81	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-81.json
2024 January	47	COMPLETED	Welcome	62	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-62.json
2024 January	47	COMPLETED	Semi Pro 2	114	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-114.json
2024 January	47	COMPLETED	Semi Pro 3	115	0	0		0	0	0	UNKNOWN_NO_ROWS	raw/period-47-division-115.json

